,COD_DEPTO,DEPTO,mean_value,std_value,ssp,period,model,crop
0,06,Choluteca,28.387096774193548,14.931047437898831,ssp126,2041_2070,ensemble,coffeearabica
0,02,Colon,18.724444444444444,9.951642087962849,ssp126,2041_2070,ensemble,coffeearabica
0,03,Comayagua,39.74874371859296,18.5758579457789,ssp126,2041_2070,ensemble,coffeearabica
0,04,Copán,35.3006993006993,15.77775497206529,ssp126,2041_2070,ensemble,coffeearabica
0,05,Cortés,24.013986013986013,15.733793310701026,ssp126,2041_2070,ensemble,coffeearabica
0,07,El Paraíso,36.88753799392097,15.092102134098617,ssp126,2041_2070,ensemble,coffeearabica
0,08,Francisco Morazán,40.101036269430054,18.187784118856396,ssp126,2041_2070,ensemble,coffeearabica
0,09,Gracias a Dios,1.5596026490066226,4.620149918842003,ssp126,2041_2070,ensemble,coffeearabica
0,10,Intibucá,37.6171875,17.536177379629912,ssp126,2041_2070,ensemble,coffeearabica
0,12,La Paz,40.59090909090909,20.766360671460706,ssp126,2041_2070,ensemble,coffeearabica
0,13,Lempira,42.07821229050279,22.230245769484704,ssp126,2041_2070,ensemble,coffeearabica
0,14,Ocotepeque,40.14545454545455,20.58279792078652,ssp126,2041_2070,ensemble,coffeearabica
0,15,Olancho,30.734828496042216,13.310167346276675,ssp126,2041_2070,ensemble,coffeearabica
0,16,Santa Bárbara,27.955555555555556,7.255819290765648,ssp126,2041_2070,ensemble,coffeearabica
0,17,Valle,29.904761904761905,15.575432716569708,ssp126,2041_2070,ensemble,coffeearabica
0,18,Yoro,32.73148148148148,14.037168351775112,ssp126,2041_2070,ensemble,coffeearabica
0,01,Atlántida,69.53846153846153,7.513990895096801,ssp126,2041_2070,ensemble,maize
0,06,Choluteca,73.58381502890174,14.574114887426711,ssp126,2041_2070,ensemble,maize
0,02,Colon,71.72020725388602,9.154089997788736,ssp126,2041_2070,ensemble,maize
0,03,Comayagua,71.82142857142857,13.085423811498448,ssp126,2041_2070,ensemble,maize
0,04,Copán,74.36805555555556,8.452273303491408,ssp126,2041_2070,ensemble,maize
0,05,Cortés,71.6,15.704776343520464,ssp126,2041_2070,ensemble,maize
0,07,El Paraíso,67.77203647416414,8.366582597656661,ssp126,2041_2070,ensemble,maize
0,08,Francisco Morazán,71.90439276485787,10.475942975236777,ssp126,2041_2070,ensemble,maize
0,09,Gracias a Dios,77.33333333333333,16.306554010694708,ssp126,2041_2070,ensemble,maize
0,10,Intibucá,59.976377952755904,24.8175910963505,ssp126,2041_2070,ensemble,maize
0,12,La Paz,68.89655172413794,16.498717806509053,ssp126,2041_2070,ensemble,maize
0,13,Lempira,73.86363636363636,12.014841029271992,ssp126,2041_2070,ensemble,maize
0,14,Ocotepeque,71.94545454545455,10.417499581025243,ssp126,2041_2070,ensemble,maize
0,15,Olancho,65.07651715039577,16.570452531677795,ssp126,2041_2070,ensemble,maize
0,16,Santa Bárbara,60.635555555555555,27.942966958952944,ssp126,2041_2070,ensemble,maize
0,17,Valle,76.67241379310344,11.131483668243037,ssp126,2041_2070,ensemble,maize
0,18,Yoro,65.86996904024768,14.072846600959945,ssp126,2041_2070,ensemble,maize
0,01,Atlántida,46.0,20.311214994319137,ssp126,2051_2080,ensemble,banana
0,06,Choluteca,43.75806451612903,21.32645801129821,ssp126,2051_2080,ensemble,banana
0,02,Colon,39.63959390862944,9.790550496417813,ssp126,2051_2080,ensemble,banana
0,03,Comayagua,43.59,16.259824722302515,ssp126,2051_2080,ensemble,banana
0,04,Copán,38.7687074829932,11.582926696064625,ssp126,2051_2080,ensemble,banana
0,05,Cortés,43.76984126984127,15.076083602852618,ssp126,2051_2080,ensemble,banana
0,07,El Paraíso,46.00606060606061,15.632133559840465,ssp126,2051_2080,ensemble,banana
0,08,Francisco Morazán,41.52454780361757,15.49814665887886,ssp126,2051_2080,ensemble,banana
0,09,Gracias a Dios,48.74418604651163,25.54283109506009,ssp126,2051_2080,ensemble,banana
0,10,Intibucá,35.421875,13.055536047377565,ssp126,2051_2080,ensemble,banana
0,12,La Paz,37.90909090909091,12.599275198883072,ssp126,2051_2080,ensemble,banana
0,13,Lempira,39.625698324022345,13.227261882739684,ssp126,2051_2080,ensemble,banana
0,14,Ocotepeque,32.21818181818182,12.906222472605867,ssp126,2051_2080,ensemble,banana
0,15,Olancho,39.196569920844325,11.540665229256303,ssp126,2051_2080,ensemble,banana
0,16,Santa Bárbara,39.413333333333334,5.439182945177622,ssp126,2051_2080,ensemble,banana
0,17,Valle,50.12698412698413,21.98592050445738,ssp126,2051_2080,ensemble,banana
0,18,Yoro,41.529411764705884,11.978369383622788,ssp126,2051_2080,ensemble,banana
0,01,Atlántida,73.62135922330097,5.456120647625386,ssp126,2051_2080,ensemble,beans
0,06,Choluteca,52.973118279569896,18.628638143824062,ssp126,2051_2080,ensemble,beans
0,02,Colon,68.78504672897196,24.12255625602144,ssp126,2051_2080,ensemble,beans
0,03,Comayagua,70.73333333333333,10.220174451151301,ssp126,2051_2080,ensemble,beans
0,04,Copán,75.45454545454545,8.727199883145879,ssp126,2051_2080,ensemble,beans
0,05,Cortés,73.152,13.43610419727385,ssp126,2051_2080,ensemble,beans
0,07,El Paraíso,71.3957055214724,10.0223605811607,ssp126,2051_2080,ensemble,beans
0,08,Francisco Morazán,62.35263157894737,7.555191203895756,ssp126,2051_2080,ensemble,beans
0,09,Gracias a Dios,65.37748344370861,25.125049298980805,ssp126,2051_2080,ensemble,beans
0,10,Intibucá,54.1640625,10.981360161477891,ssp126,2051_2080,ensemble,beans
0,12,La Paz,57.74418604651163,4.600773561123774,ssp126,2051_2080,ensemble,beans
0,13,Lempira,60.67045454545455,7.8887457104597765,ssp126,2051_2080,ensemble,beans
0,14,Ocotepeque,62.888888888888886,7.357703613841469,ssp126,2051_2080,ensemble,beans
0,15,Olancho,73.69656992084433,13.41248439234605,ssp126,2051_2080,ensemble,beans
0,16,Santa Bárbara,65.57777777777778,20.56565517651957,ssp126,2051_2080,ensemble,beans
0,17,Valle,52.285714285714285,18.041775659126248,ssp126,2051_2080,ensemble,beans
0,18,Yoro,73.85448916408669,11.359337751418934,ssp126,2051_2080,ensemble,beans
0,01,Atlántida,41.64912280701754,18.34799212502573,ssp126,2051_2080,ensemble,cassava
0,06,Choluteca,49.0,19.37431706795651,ssp126,2051_2080,ensemble,cassava
0,02,Colon,34.705882352941174,14.65684130609771,ssp126,2051_2080,ensemble,cassava
0,03,Comayagua,42.92857142857143,18.252620723208658,ssp126,2051_2080,ensemble,cassava
0,04,Copán,32.265306122448976,9.26798786446923,ssp126,2051_2080,ensemble,cassava
0,05,Cortés,36.31468531468531,17.671208292681936,ssp126,2051_2080,ensemble,cassava
0,07,El Paraíso,45.557575757575755,14.91444348361946,ssp126,2051_2080,ensemble,cassava
0,08,Francisco Morazán,35.82170542635659,16.681287979881777,ssp126,2051_2080,ensemble,cassava
0,09,Gracias a Dios,42.973509933774835,21.793111196600286,ssp126,2051_2080,ensemble,cassava
0,10,Intibucá,32.00787401574803,14.75708614676973,ssp126,2051_2080,ensemble,cassava
0,12,La Paz,33.804597701149426,15.751547328086858,ssp126,2051_2080,ensemble,cassava
0,13,Lempira,33.65909090909091,13.29121921662805,ssp126,2051_2080,ensemble,cassava
0,14,Ocotepeque,21.12727272727273,7.417557906026498,ssp126,2051_2080,ensemble,cassava
0,15,Olancho,38.96042216358839,12.64383278414789,ssp126,2051_2080,ensemble,cassava
0,16,Santa Bárbara,37.31111111111111,5.286554106503371,ssp126,2051_2080,ensemble,cassava
0,17,Valle,59.206896551724135,17.711051119228333,ssp126,2051_2080,ensemble,cassava
0,18,Yoro,36.44135802469136,11.133572547118098,ssp126,2051_2080,ensemble,cassava
0,01,Atlántida,29.149122807017545,18.2786580835628,ssp126,2051_2080,ensemble,coffeearabica
0,06,Choluteca,28.150537634408604,14.723944536763984,ssp126,2051_2080,ensemble,coffeearabica
0,02,Colon,18.73777777777778,9.954904740632214,ssp126,2051_2080,ensemble,coffeearabica
0,03,Comayagua,39.50753768844221,18.461931318455647,ssp126,2051_2080,ensemble,coffeearabica
0,04,Copán,35.43356643356643,15.726490697487918,ssp126,2051_2080,ensemble,coffeearabica
0,05,Cortés,24.076923076923077,15.698682374479144,ssp126,2051_2080,ensemble,coffeearabica
0,07,El Paraíso,36.85410334346505,15.098158763776114,ssp126,2051_2080,ensemble,coffeearabica
0,08,Francisco Morazán,40.04663212435233,18.16113545428864,ssp126,2051_2080,ensemble,coffeearabica
0,09,Gracias a Dios,1.7516556291390728,4.842682119092093,ssp126,2051_2080,ensemble,coffeearabica
0,10,Intibucá,37.5625,17.447129957388405,ssp126,2051_2080,ensemble,coffeearabica
0,12,La Paz,40.47727272727273,20.6656155313423,ssp126,2051_2080,ensemble,coffeearabica
0,13,Lempira,41.93296089385475,22.280235940839503,ssp126,2051_2080,ensemble,coffeearabica
0,14,Ocotepeque,40.236363636363635,20.53552455125121,ssp126,2051_2080,ensemble,coffeearabica
0,15,Olancho,30.682058047493403,13.277750150631453,ssp126,2051_2080,ensemble,coffeearabica
0,16,Santa Bárbara,28.057777777777776,7.188338979482718,ssp126,2051_2080,ensemble,coffeearabica
0,17,Valle,29.047619047619047,15.268422202483398,ssp126,2051_2080,ensemble,coffeearabica
0,18,Yoro,32.68827160493827,14.050780417684415,ssp126,2051_2080,ensemble,coffeearabica
0,01,Atlántida,69.53846153846153,7.513990895096801,ssp126,2051_2080,ensemble,maize
0,06,Choluteca,73.58959537572254,14.57527030488823,ssp126,2051_2080,ensemble,maize
0,02,Colon,71.72538860103627,9.157925188649791,ssp126,2051_2080,ensemble,maize
0,03,Comayagua,71.8061224489796,13.079551077662014,ssp126,2051_2080,ensemble,maize
0,04,Copán,74.54166666666667,8.441691345801372,ssp126,2051_2080,ensemble,maize
0,05,Cortés,71.6,15.704776343520464,ssp126,2051_2080,ensemble,maize
0,07,El Paraíso,67.61094224924013,8.37462526637986,ssp126,2051_2080,ensemble,maize
0,08,Francisco Morazán,71.89147286821705,10.450750978847102,ssp126,2051_2080,ensemble,maize
0,09,Gracias a Dios,77.33333333333333,16.306554010694708,ssp126,2051_2080,ensemble,maize
0,10,Intibucá,60.118110236220474,24.628136451835125,ssp126,2051_2080,ensemble,maize
0,12,La Paz,68.95402298850574,16.467947304180466,ssp126,2051_2080,ensemble,maize
0,13,Lempira,73.9715909090909,12.002570263220862,ssp126,2051_2080,ensemble,maize
0,14,Ocotepeque,72.0,10.458576298034938,ssp126,2051_2080,ensemble,maize
0,15,Olancho,65.02902374670185,16.567100368326734,ssp126,2051_2080,ensemble,maize
0,16,Santa Bárbara,60.635555555555555,27.942966958952944,ssp126,2051_2080,ensemble,maize
0,17,Valle,76.67241379310344,11.131483668243037,ssp126,2051_2080,ensemble,maize
0,18,Yoro,65.85758513931889,14.071406674860718,ssp126,2051_2080,ensemble,maize
0,01,Atlántida,45.38392857142857,21.02687291459019,ssp245,2021_2050,ensemble,banana
0,06,Choluteca,42.596774193548384,21.052770111771967,ssp245,2021_2050,ensemble,banana
0,02,Colon,39.64467005076142,9.790476804458821,ssp245,2021_2050,ensemble,banana
0,03,Comayagua,43.18,16.177997403881605,ssp245,2021_2050,ensemble,banana
0,04,Copán,37.68027210884354,11.299862376236055,ssp245,2021_2050,ensemble,banana
0,05,Cortés,44.096,14.587350136333876,ssp245,2021_2050,ensemble,banana
0,07,El Paraíso,45.1030303030303,15.618801506973359,ssp245,2021_2050,ensemble,banana
0,08,Francisco Morazán,39.90439276485788,15.444111337945683,ssp245,2021_2050,ensemble,banana
0,09,Gracias a Dios,48.67774086378738,25.499510832633877,ssp245,2021_2050,ensemble,banana
0,10,Intibucá,34.078125,13.232068866370632,ssp245,2021_2050,ensemble,banana
0,12,La Paz,36.56818181818182,12.576850536660107,ssp245,2021_2050,ensemble,banana
0,13,Lempira,38.312849162011176,13.139662429217282,ssp245,2021_2050,ensemble,banana
0,14,Ocotepeque,29.254545454545454,12.14341300207001,ssp245,2021_2050,ensemble,banana
0,15,Olancho,38.922163588390504,11.757017084611908,ssp245,2021_2050,ensemble,banana
0,16,Santa Bárbara,39.0,5.449566751382882,ssp245,2021_2050,ensemble,banana
0,17,Valle,49.142857142857146,21.69621219436163,ssp245,2021_2050,ensemble,banana
0,18,Yoro,41.26934984520124,11.963252113254422,ssp245,2021_2050,ensemble,banana
0,01,Atlántida,73.62135922330097,5.456120647625386,ssp245,2021_2050,ensemble,beans
0,06,Choluteca,52.973118279569896,18.628638143824062,ssp245,2021_2050,ensemble,beans
0,02,Colon,68.93457943925233,24.181661016068063,ssp245,2021_2050,ensemble,beans
0,03,Comayagua,70.73333333333333,10.220174451151301,ssp245,2021_2050,ensemble,beans
0,04,Copán,75.45454545454545,8.727199883145879,ssp245,2021_2050,ensemble,beans
0,05,Cortés,73.152,13.43610419727385,ssp245,2021_2050,ensemble,beans
0,07,El Paraíso,71.24846625766871,10.039931658581356,ssp245,2021_2050,ensemble,beans
0,08,Francisco Morazán,61.494791666666664,9.8694590972993,ssp245,2021_2050,ensemble,beans
0,09,Gracias a Dios,65.91059602649007,25.322462484270147,ssp245,2021_2050,ensemble,beans
0,10,Intibucá,54.2578125,11.001595121383252,ssp245,2021_2050,ensemble,beans
0,12,La Paz,57.74418604651163,4.600773561123774,ssp245,2021_2050,ensemble,beans
0,13,Lempira,60.67045454545455,7.8887457104597765,ssp245,2021_2050,ensemble,beans
0,14,Ocotepeque,62.888888888888886,7.357703613841469,ssp245,2021_2050,ensemble,beans
0,15,Olancho,73.90501319261213,13.433072689685318,ssp245,2021_2050,ensemble,beans
0,16,Santa Bárbara,65.57777777777778,20.56565517651957,ssp245,2021_2050,ensemble,beans
0,17,Valle,52.38095238095238,18.080445081110856,ssp245,2021_2050,ensemble,beans
0,18,Yoro,73.85448916408669,11.359337751418934,ssp245,2021_2050,ensemble,beans
0,01,Atlántida,41.58771929824562,18.34217238444933,ssp245,2021_2050,ensemble,cassava
0,06,Choluteca,48.433526011560694,19.664304909333623,ssp245,2021_2050,ensemble,cassava
0,02,Colon,34.665158371040725,14.649636957411891,ssp245,2021_2050,ensemble,cassava
0,03,Comayagua,41.826530612244895,18.100640145520664,ssp245,2021_2050,ensemble,cassava
0,04,Copán,29.625850340136054,8.99448877694304,ssp245,2021_2050,ensemble,cassava
0,05,Cortés,36.50349650349651,17.783418900044595,ssp245,2021_2050,ensemble,cassava
0,07,El Paraíso,43.342424242424244,14.52816554569257,ssp245,2021_2050,ensemble,cassava
0,08,Francisco Morazán,33.69767441860465,15.891072031246521,ssp245,2021_2050,ensemble,cassava
0,09,Gracias a Dios,42.61920529801324,21.568864655963157,ssp245,2021_2050,ensemble,cassava
0,10,Intibucá,31.251968503937007,14.984489883538718,ssp245,2021_2050,ensemble,cassava
0,12,La Paz,32.804597701149426,15.911276331373548,ssp245,2021_2050,ensemble,cassava
0,13,Lempira,32.43181818181818,13.466115265011602,ssp245,2021_2050,ensemble,cassava
0,14,Ocotepeque,19.618181818181817,6.93997880293045,ssp245,2021_2050,ensemble,cassava
0,15,Olancho,37.761213720316626,12.847993985458036,ssp245,2021_2050,ensemble,cassava
0,16,Santa Bárbara,36.67111111111111,5.489246951883786,ssp245,2021_2050,ensemble,cassava
0,17,Valle,58.827586206896555,17.713367182222118,ssp245,2021_2050,ensemble,cassava
0,18,Yoro,35.891975308641975,11.26164954254675,ssp245,2021_2050,ensemble,cassava
0,01,Atlántida,31.216216216216218,18.160151111311905,ssp245,2021_2050,ensemble,coffeearabica
0,06,Choluteca,28.78494623655914,15.270922162947032,ssp245,2021_2050,ensemble,coffeearabica
0,02,Colon,19.351111111111113,10.168199277316013,ssp245,2021_2050,ensemble,coffeearabica
0,03,Comayagua,39.80904522613066,18.483286449732883,ssp245,2021_2050,ensemble,coffeearabica
0,04,Copán,35.53146853146853,15.643226911128844,ssp245,2021_2050,ensemble,coffeearabica
0,05,Cortés,24.342657342657343,15.84236371389778,ssp245,2021_2050,ensemble,coffeearabica
0,07,El Paraíso,36.72036474164134,14.899080320470755,ssp245,2021_2050,ensemble,coffeearabica
0,08,Francisco Morazán,39.582901554404145,17.968008931121382,ssp245,2021_2050,ensemble,coffeearabica
0,09,Gracias a Dios,1.314569536423841,4.4577174296102235,ssp245,2021_2050,ensemble,coffeearabica
0,10,Intibucá,37.8515625,17.40020197608619,ssp245,2021_2050,ensemble,coffeearabica
0,12,La Paz,40.46590909090909,20.719966689840483,ssp245,2021_2050,ensemble,coffeearabica
0,13,Lempira,42.08379888268156,22.149535351667026,ssp245,2021_2050,ensemble,coffeearabica
0,14,Ocotepeque,40.14545454545455,20.58279792078652,ssp245,2021_2050,ensemble,coffeearabica
0,15,Olancho,31.176781002638524,13.347808776602125,ssp245,2021_2050,ensemble,coffeearabica
0,16,Santa Bárbara,28.284444444444443,7.092968523061116,ssp245,2021_2050,ensemble,coffeearabica
0,17,Valle,30.952380952380953,15.945769774336549,ssp245,2021_2050,ensemble,coffeearabica
0,18,Yoro,32.94135802469136,14.020034805004824,ssp245,2021_2050,ensemble,coffeearabica
0,01,Atlántida,69.51923076923077,7.508944370690876,ssp245,2021_2050,ensemble,maize
0,06,Choluteca,73.21965317919076,14.545454602407515,ssp245,2021_2050,ensemble,maize
0,02,Colon,71.72538860103627,9.157925188649791,ssp245,2021_2050,ensemble,maize
0,03,Comayagua,71.77551020408163,13.08569136947845,ssp245,2021_2050,ensemble,maize
0,04,Copán,73.75172413793103,10.395974708068342,ssp245,2021_2050,ensemble,maize
0,05,Cortés,71.6,15.704776343520464,ssp245,2021_2050,ensemble,maize
0,07,El Paraíso,67.58662613981762,8.302374720710075,ssp245,2021_2050,ensemble,maize
0,08,Francisco Morazán,71.63049095607235,10.431784094641003,ssp245,2021_2050,ensemble,maize
0,09,Gracias a Dios,77.33333333333333,16.306554010694708,ssp245,2021_2050,ensemble,maize
0,10,Intibucá,59.818897637795274,24.737811704325342,ssp245,2021_2050,ensemble,maize
0,12,La Paz,68.5632183908046,16.402761997182473,ssp245,2021_2050,ensemble,maize
0,13,Lempira,73.6875,11.994272425734179,ssp245,2021_2050,ensemble,maize
0,14,Ocotepeque,71.25454545454545,10.457217049949383,ssp245,2021_2050,ensemble,maize
0,15,Olancho,65.25725593667546,16.625902284414764,ssp245,2021_2050,ensemble,maize
0,16,Santa Bárbara,60.63111111111111,27.940125047220548,ssp245,2021_2050,ensemble,maize
0,17,Valle,75.93103448275862,11.105857524011306,ssp245,2021_2050,ensemble,maize
0,18,Yoro,65.86068111455108,14.079905828623078,ssp245,2021_2050,ensemble,maize
0,01,Atlántida,46.163636363636364,20.36017827780818,ssp245,2031_2060,ensemble,banana
0,06,Choluteca,42.17741935483871,20.980424204288234,ssp245,2031_2060,ensemble,banana
0,02,Colon,37.410628019323674,12.730596985435984,ssp245,2031_2060,ensemble,banana
0,03,Comayagua,43.555,15.900533796071125,ssp245,2031_2060,ensemble,banana
0,04,Copán,38.97278911564626,11.674115549089231,ssp245,2031_2060,ensemble,banana
0,05,Cortés,43.936,14.614920595063115,ssp245,2031_2060,ensemble,banana
0,07,El Paraíso,44.54545454545455,15.59077215241567,ssp245,2031_2060,ensemble,banana
0,08,Francisco Morazán,40.80361757105943,15.401355265661616,ssp245,2031_2060,ensemble,banana
0,09,Gracias a Dios,48.920265780730894,25.637783992296857,ssp245,2031_2060,ensemble,banana
0,10,Intibucá,36.046875,12.548567756296931,ssp245,2031_2060,ensemble,banana
0,12,La Paz,38.56818181818182,12.547904075749656,ssp245,2031_2060,ensemble,banana
0,13,Lempira,39.960893854748605,13.347677021961085,ssp245,2031_2060,ensemble,banana
0,14,Ocotepeque,32.43636363636364,12.892229705402379,ssp245,2031_2060,ensemble,banana
0,15,Olancho,38.93931398416886,11.359977449626886,ssp245,2031_2060,ensemble,banana
0,16,Santa Bárbara,39.617777777777775,5.327133433403367,ssp245,2031_2060,ensemble,banana
0,17,Valle,48.53968253968254,21.589845788450187,ssp245,2031_2060,ensemble,banana
0,18,Yoro,41.8359133126935,12.111236678689016,ssp245,2031_2060,ensemble,banana
0,01,Atlántida,72.91346153846153,9.00545836287325,ssp245,2031_2060,ensemble,beans
0,06,Choluteca,52.53225806451613,18.456037047624694,ssp245,2031_2060,ensemble,beans
0,02,Colon,68.38139534883722,24.48414062692518,ssp245,2031_2060,ensemble,beans
0,03,Comayagua,70.73333333333333,10.220174451151301,ssp245,2031_2060,ensemble,beans
0,04,Copán,75.45454545454545,8.727199883145879,ssp245,2031_2060,ensemble,beans
0,05,Cortés,73.152,13.43610419727385,ssp245,2031_2060,ensemble,beans
0,07,El Paraíso,70.31306990881458,12.197806594320062,ssp245,2031_2060,ensemble,beans
0,08,Francisco Morazán,61.375,9.911062842433534,ssp245,2031_2060,ensemble,beans
0,09,Gracias a Dios,65.04304635761589,24.989695916076755,ssp245,2031_2060,ensemble,beans
0,10,Intibucá,54.1640625,10.981360161477891,ssp245,2031_2060,ensemble,beans
0,12,La Paz,57.74418604651163,4.600773561123774,ssp245,2031_2060,ensemble,beans
0,13,Lempira,60.67045454545455,7.8887457104597765,ssp245,2031_2060,ensemble,beans
0,14,Ocotepeque,62.888888888888886,7.357703613841469,ssp245,2031_2060,ensemble,beans
0,15,Olancho,73.61873350923483,13.405430218604296,ssp245,2031_2060,ensemble,beans
0,16,Santa Bárbara,65.57777777777778,20.56565517651957,ssp245,2031_2060,ensemble,beans
0,17,Valle,51.55555555555556,17.790471658565302,ssp245,2031_2060,ensemble,beans
0,18,Yoro,73.83900928792569,11.378055638028886,ssp245,2031_2060,ensemble,beans
0,01,Atlántida,43.153153153153156,17.435698183287823,ssp245,2031_2060,ensemble,cassava
0,06,Choluteca,48.75722543352601,19.25037398754015,ssp245,2031_2060,ensemble,cassava
0,02,Colon,36.682464454976305,12.94460035252735,ssp245,2031_2060,ensemble,cassava
0,03,Comayagua,43.38775510204081,18.06599729397022,ssp245,2031_2060,ensemble,cassava
0,04,Copán,32.63945578231292,9.502556461061614,ssp245,2031_2060,ensemble,cassava
0,05,Cortés,36.88111888111888,17.955068049945535,ssp245,2031_2060,ensemble,cassava
0,07,El Paraíso,45.83586626139817,14.508475332316493,ssp245,2031_2060,ensemble,cassava
0,08,Francisco Morazán,36.52454780361757,16.963901237892042,ssp245,2031_2060,ensemble,cassava
0,09,Gracias a Dios,43.466887417218544,22.019645719143547,ssp245,2031_2060,ensemble,cassava
0,10,Intibucá,32.40944881889764,14.736186287855235,ssp245,2031_2060,ensemble,cassava
0,12,La Paz,34.2183908045977,15.519676267032077,ssp245,2031_2060,ensemble,cassava
0,13,Lempira,34.15340909090909,13.447046387958858,ssp245,2031_2060,ensemble,cassava
0,14,Ocotepeque,21.381818181818183,7.501492964351488,ssp245,2031_2060,ensemble,cassava
0,15,Olancho,39.03825857519789,12.43632279542169,ssp245,2031_2060,ensemble,cassava
0,16,Santa Bárbara,38.44888888888889,5.367251405917277,ssp245,2031_2060,ensemble,cassava
0,17,Valle,58.275862068965516,17.765515902762854,ssp245,2031_2060,ensemble,cassava
0,18,Yoro,37.592592592592595,10.971093081453663,ssp245,2031_2060,ensemble,cassava
0,01,Atlántida,29.67543859649123,18.19894715194294,ssp245,2031_2060,ensemble,coffeearabica
0,06,Choluteca,27.010752688172044,14.155051246023326,ssp245,2031_2060,ensemble,coffeearabica
0,02,Colon,18.41777777777778,9.839767135656748,ssp245,2031_2060,ensemble,coffeearabica
0,03,Comayagua,39.08040201005025,18.264212964572888,ssp245,2031_2060,ensemble,coffeearabica
0,04,Copán,35.48951048951049,15.66201905946742,ssp245,2031_2060,ensemble,coffeearabica
0,05,Cortés,23.657342657342657,15.375989317243445,ssp245,2031_2060,ensemble,coffeearabica
0,07,El Paraíso,36.35562310030395,14.797045636415174,ssp245,2031_2060,ensemble,coffeearabica
0,08,Francisco Morazán,39.01550387596899,17.97097192644992,ssp245,2031_2060,ensemble,coffeearabica
0,09,Gracias a Dios,2.4271523178807946,5.47598530581616,ssp245,2031_2060,ensemble,coffeearabica
0,10,Intibucá,37.3046875,17.4434616125167,ssp245,2031_2060,ensemble,coffeearabica
0,12,La Paz,39.92045454545455,20.41624887130852,ssp245,2031_2060,ensemble,coffeearabica
0,13,Lempira,41.608938547486034,22.026726490309567,ssp245,2031_2060,ensemble,coffeearabica
0,14,Ocotepeque,40.7962962962963,19.95028973114558,ssp245,2031_2060,ensemble,coffeearabica
0,15,Olancho,30.443271767810025,13.264861267297677,ssp245,2031_2060,ensemble,coffeearabica
0,16,Santa Bárbara,28.075555555555557,7.00784181567908,ssp245,2031_2060,ensemble,coffeearabica
0,17,Valle,28.07936507936508,14.76622227354703,ssp245,2031_2060,ensemble,coffeearabica
0,18,Yoro,32.42901234567901,14.022399110078016,ssp245,2031_2060,ensemble,coffeearabica
0,01,Atlántida,69.53846153846153,7.513990895096801,ssp245,2031_2060,ensemble,maize
0,06,Choluteca,73.20809248554913,14.5440349233876,ssp245,2031_2060,ensemble,maize
0,02,Colon,71.72020725388602,9.154089997788736,ssp245,2031_2060,ensemble,maize
0,03,Comayagua,71.75510204081633,13.084155571927598,ssp245,2031_2060,ensemble,maize
0,04,Copán,74.54861111111111,8.4441217728922,ssp245,2031_2060,ensemble,maize
0,05,Cortés,71.6,15.704776343520464,ssp245,2031_2060,ensemble,maize
0,07,El Paraíso,67.48024316109422,8.30280312656526,ssp245,2031_2060,ensemble,maize
0,08,Francisco Morazán,71.6124031007752,10.36639627568262,ssp245,2031_2060,ensemble,maize
0,09,Gracias a Dios,77.33333333333333,16.306554010694708,ssp245,2031_2060,ensemble,maize
0,10,Intibucá,60.275590551181104,24.648609922426502,ssp245,2031_2060,ensemble,maize
0,12,La Paz,68.816091954023,16.306354967109712,ssp245,2031_2060,ensemble,maize
0,13,Lempira,74.11931818181819,12.014313035581441,ssp245,2031_2060,ensemble,maize
0,14,Ocotepeque,72.01818181818182,10.46116786299939,ssp245,2031_2060,ensemble,maize
0,15,Olancho,64.96042216358839,16.543809780039684,ssp245,2031_2060,ensemble,maize
0,16,Santa Bárbara,60.65777777777778,27.954776883697072,ssp245,2031_2060,ensemble,maize
0,17,Valle,74.50847457627118,14.71926315555823,ssp245,2031_2060,ensemble,maize
0,18,Yoro,65.9783281733746,14.06693951426091,ssp245,2031_2060,ensemble,maize
0,01,Atlántida,46.17272727272727,20.372378399511742,ssp245,2041_2070,ensemble,banana
0,06,Choluteca,42.18279569892473,20.97743090175322,ssp245,2041_2070,ensemble,banana
0,02,Colon,37.38647342995169,12.726609144502195,ssp245,2041_2070,ensemble,banana
0,03,Comayagua,43.86,15.783548396986022,ssp245,2041_2070,ensemble,banana
0,04,Copán,39.74149659863946,11.933539561574994,ssp245,2041_2070,ensemble,banana
0,05,Cortés,43.88,14.570984867194118,ssp245,2041_2070,ensemble,banana
0,07,El Paraíso,44.657575757575756,15.652311869187931,ssp245,2041_2070,ensemble,banana
0,08,Francisco Morazán,41.54780361757106,15.434940197384453,ssp245,2041_2070,ensemble,banana
0,09,Gracias a Dios,49.04983388704319,25.76486136907698,ssp245,2041_2070,ensemble,banana
0,10,Intibucá,37.1875,12.146083473696367,ssp245,2041_2070,ensemble,banana
0,12,La Paz,39.26136363636363,12.600950828285123,ssp245,2041_2070,ensemble,banana
0,13,Lempira,41.10614525139665,13.441157347462205,ssp245,2041_2070,ensemble,banana
0,14,Ocotepeque,34.56363636363636,13.462086338864466,ssp245,2041_2070,ensemble,banana
0,15,Olancho,38.98153034300792,11.235999287110605,ssp245,2041_2070,ensemble,banana
0,16,Santa Bárbara,39.60444444444445,5.283010739070648,ssp245,2041_2070,ensemble,banana
0,17,Valle,48.53968253968254,21.589845788450187,ssp245,2041_2070,ensemble,banana
0,18,Yoro,42.188854489164086,12.302618699333063,ssp245,2041_2070,ensemble,banana
